Experiment,well,scan id,lambda max wavelength,lambda max absorbance,well,concentration,volume,additive,Equilibration,temp,Minutes_Between_LastAddition_and_Scan
NLM_158,B09,scan_075,853,0.632,B09,100,55,nitrate,N,25.4,40.31820628
NLM_166,A02,scan_025,814.4444444,0.402,A02,100,55,nitrate,Y,25.7,46.14856357
NLM_166,D03,scan_028,866.8,0.52,D03,100,55,nitrate,Y,25.8,42.10906432
NLM_166,A05,scan_054,865.5,0.636,A05,100,55,nitrate,Y,26.1,47.0105614
NLM_166,D06,scan_057,859,0.631,D06,100,55,nitrate,Y,26.1,46.03789283
NLM_107,B10,scan_066,846.25,0.616,B10,100,60,nitrate,N,26.5,36.56142462
NLM_151,B05,scan_037,790,0.393,B05,100,60,nitrate,N,25.7,32.52874578
NLM_151,C09,scan_075,849,0.664,C09,100,60,nitrate,N,25.7,38.16591248
NLM_152,B05,scan_037,752,0.355,B05,100,60,nitrate,N,26.4,32.64274568
NLM_152,C09,scan_075,841.6666667,0.569,C09,100,60,nitrate,N,26.6,38.11091498
NLM_158,B05,scan_037,847.3636364,0.505,B05,100,60,nitrate,N,25.4,32.55820665
NLM_158,C09,scan_075,848.3333333,0.577,C09,100,60,nitrate,N,25.4,38.11886933
CNH_047,D08,scan_036,596.25,0.475,D08,0.01,13,KBr,middle,26.6,41.70319135
CNH_048,D03,scan_036,603.5,0.463,D03,0.01,13,KBr,N,26.6,42.17118665
CNH_049,D09,scan_036,585,0.481,D09,0.01,13,KBr,N,26.3,41.59752048
CNH_064,B01,scan_031,588,0.471,B01,0.01,13,KBr,N,26.9,69.76903727
CNH_065,B07,scan_036,408.25,0.016,B07,0.01,13,KBr,N,26.4,79.78503677
CNH_065,D09,scan_037,580,0.424,D09,0.01,13,KBr,N,26.6,47.90203937
CNH_067,B07,scan_036,612.5,0.474,B07,0.01,13,KBr,N,26.1,79.74353752
CNH_067,D09,scan_037,608.125,0.447,D09,0.01,13,KBr,N,26.2,47.87669908
CMH_016,B01,scan_028,591.3333333,0.476,B01,0.01,13,KBr,N,25.9,63.47825168
CMH_016,F04,scan_062,564,0.492,F04,0.01,13,KBr,N,26.4,65.86408463
CMH_016,B08,scan_066,582,0.464,B08,0.01,13,KBr,N,26.4,36.57024278
CMH_018,B01,scan_028,564,0.462,B01,0.01,13,KBr,N,25.1,63.51608048
CMH_018,F04,scan_062,596.3333333,0.497,F04,0.01,13,KBr,N,25.6,65.8845777
CMH_018,B08,scan_066,594.75,0.521,B08,0.01,13,KBr,N,25.7,36.59758465
CMH_024,B01,scan_032,586,0.482,B01,0.01,13,KBr,N,26.2,72.4486205
CMH_024,B05,scan_070,579.5,0.452,B05,0.01,13,KBr,N,26.6,74.8907854
CMH_024,B09,scan_074,555.5,0.452,B09,0.01,13,KBr,N,26.6,37.94544488
CMH_028,B01,scan_032,621,0.477,B01,0.01,13,KBr,N,26.9,72.42760968
CMH_028,B05,scan_070,623.5,0.487,B05,0.01,13,KBr,N,27,75.18410495
CMH_028,B09,scan_074,605.3333333,0.522,B09,0.01,13,KBr,N,26.9,37.95678128
CMH_030,B01,scan_032,582,0.457,B01,0.01,13,KBr,N,26.1,72.36861842
CMH_030,B05,scan_070,593,0.412,B05,0.01,13,KBr,N,26.5,75.0324479
CMH_030,B09,scan_074,590.8,0.5,B09,0.01,13,KBr,N,26.6,37.95078422
CMH_031,B01,scan_032,585.9,0.473,B01,0.01,13,KBr,N,26.9,72.4629486
CMH_031,B05,scan_070,595,0.444,B05,0.01,13,KBr,N,26.8,74.83111052
CMH_031,B09,scan_074,614,0.505,B09,0.01,13,KBr,N,26.8,37.90244547
CMH_032,B01,scan_032,579,0.45,B01,0.01,13,KBr,N,26.4,72.44827927
CMH_032,B05,scan_070,563.8,0.479,B05,0.01,13,KBr,N,26.6,74.7347765
CMH_032,B09,scan_074,569.3333333,0.467,B09,0.01,13,KBr,N,26.6,37.92444843
CMH_037,B01,scan_024,582,0.471,B01,0.01,13,KBr,N,26.1,55.3167591
CMH_037,A07,scan_057,587,0.459,A07,0.01,13,KBr,N,25.6,55.7964207
CMH_037,H12,scan_090,562,0.497,H12,0.01,13,KBr,N,24.8,43.4152573
CMH_038,B01,scan_024,587,0.462,B01,0.01,13,KBr,N,26.1,55.25074265
CMH_038,A07,scan_081,583,0.503,A07,0.01,13,KBr,N,26.3,55.64975412
CMH_038,H12,scan_103,562,0.457,H12,0.01,13,KBr,N,26.1,43.3789264
NLM_107,C06,scan_062,635,0.49,C06,0.01,13,KBr,N,26.5,72.6442501
NLM_107,C10,scan_088,621.6666667,0.518,C10,0.01,13,KBr,N,26.4,43.31224268
CMH_046,B01,scan_024,591.5,0.541,B01,0.01,13,KBr,N,24.6,55.34863597
CMH_046,A07,scan_081,615.5,0.479,A07,0.01,13,KBr,N,24.3,55.70992947
CMH_046,H12,scan_114,622.1666667,0.508,H12,0.01,13,KBr,N,24.1,43.35113373
NLM_151,B01,scan_033,575,0.474,B01,0.01,13,KBr,N,25.6,74.67674303
NLM_151,C05,scan_071,577,0.429,C05,0.01,13,KBr,N,25.7,75.10124448
NLM_152,B01,scan_033,615,0.43,B01,0.01,13,KBr,N,26.3,75.60707807
NLM_152,C05,scan_071,634.5,0.433,C05,0.01,13,KBr,N,26.6,74.64457998
NLM_158,B01,scan_033,604.4,0.484,B01,0.01,13,KBr,N,25.3,74.60053272
NLM_158,C05,scan_071,601,0.478,C05,0.01,13,KBr,N,25.4,74.63803805
CNH_067,C07,scan_036,709.5,0.507,C07,0.001,20,C8,N,26.1,77.56953185
CNH_067,E09,scan_037,712,0.55,E09,0.001,20,C8,N,26.2,45.71837387
CNH_067,D07,scan_036,718.5,0.551,D07,0.001,50,C8,N,26.1,75.38954193
CNH_067,F09,scan_037,713.6666667,0.513,F09,0.001,50,C8,N,26.2,43.56520695
CNH_067,E07,scan_036,764.1666667,0.556,E07,0.01,10,C8,N,26.1,73.21453527
CNH_067,G09,scan_037,764,0.573,G09,0.01,10,C8,N,26.2,41.42303828
CNH_067,F07,scan_036,705.6666667,0.5,F07,0.01,20,C8,N,26.1,71.05069932
CNH_067,H09,scan_038,711.5,0.519,H09,0.01,20,C8,N,26.2,46.44903377
CNH_068,C02,scan_044,687.6666667,0.486,C02,0.01,40,C8,N,26.8,78.59170767
CNH_068,D02,scan_044,758,0.574,D02,0.01,45,C8,N,26.8,76.38387548
CNH_067,G07,scan_036,740.6666667,0.54,G07,0.01,50,C8,N,26.1,68.88487248
CNH_067,A10,scan_038,741.8333333,0.562,A10,0.01,50,C8,N,26.2,44.29770768
CNH_067,H07,scan_036,686,0.499,H07,0.1,10,C8,N,26.1,66.72120403
CNH_067,B10,scan_038,691,0.495,B10,0.1,10,C8,N,26.2,42.12020228
CNH_067,A08,scan_036,695.5,0.521,A08,0.1,20,C8,N,26.1,64.55520858
CNH_067,C10,scan_039,728,0.555,C10,0.1,20,C8,N,26.2,47.11536972
CNH_068,E02,scan_044,737.6666667,0.557,E02,0.1,25,C8,N,26.8,74.19453892
CNH_068,G02,scan_044,740.5,0.591,G02,0.1,35,C8,N,26.8,69.79471072
CNH_068,H02,scan_044,707.75,0.551,H02,0.1,40,C8,N,26.8,67.59953787
CNH_067,B08,scan_036,756.5,0.527,B08,0.1,50,C8,N,26.1,62.371202
CNH_067,D10,scan_039,750,0.564,D10,0.1,50,C8,N,26.2,44.93520093
CNH_068,A03,scan_044,694.5,0.553,A03,0.1,50,C8,N,26.8,65.37870188
CNH_067,C08,scan_036,711,0.527,C08,1,10,C8,N,26.1,60.19970283
CNH_067,E10,scan_039,728.3333333,0.529,E10,1,10,C8,N,26.2,42.77437183
CNH_067,D08,scan_036,737.6666667,0.541,D08,1,20,C8,N,26.1,58.03537492
CNH_067,F10,scan_040,749,0.57,F10,1,20,C8,N,26.2,47.81036363
CMH_073,B01,scan_025,771,0.599,B01,1,20,C8,Y,25.6,57.17045453
CMH_073,B08,scan_053,744.6,0.545,B08,1,20,C8,Y,26.2,41.33662313
CNH_068,B03,scan_044,717.4285714,0.517,B03,1,25,C8,N,26.8,63.1768778
NLMCMH_164,F04,scan_040,789,0.631,F04,1,25,C8,Y,26.1,43.60272677
NLMCMH_164,C09,scan_082,798,0.645,C09,1,25,C8,Y,26.1,48.62722887
CMH_063,F03,scan_032,761,0.622,F03,1,25,C8,Y,25.9,47.20872875
CMH_063,B07,scan_064,768,0.626,B07,1,25,C8,Y,26,43.8485437
CNH_068,C03,scan_044,691,0.521,C03,1,30,C8,N,26.8,60.9838756
CMH_028,C01,scan_032,743.5,0.551,C01,1,30,C8,Y,26.9,70.21361262
CMH_028,C05,scan_070,755,0.734,C05,1,30,C8,Y,27,72.95295122
CMH_063,G03,scan_032,740,0.638,G03,1,30,C8,Y,25.9,45.01872437
CMH_063,C07,scan_064,765,0.619,C07,1,30,C8,Y,26,41.62372807
CMH_073,C01,scan_025,779,0.655,C01,1,30,C8,Y,25.6,54.94045622
CNH_068,D03,scan_044,740.5,0.581,D03,1,35,C8,N,26.8,58.77004388
CMH_028,D01,scan_032,711,0.549,D01,1,35,C8,Y,26.9,68.00794147
NLMCMH_164,G04,scan_040,763,0.631,G04,1,35,C8,Y,26.1,41.40389513
NLMCMH_164,D09,scan_082,763,0.61,D09,1,35,C8,Y,26.1,46.4080567
CNH_068,E03,scan_044,728.6666667,0.563,E03,1,40,C8,N,26.8,56.57620925
CMH_028,E01,scan_032,738.3333333,0.536,E01,1,40,C8,Y,26.9,65.79395272
CMH_028,E05,scan_070,712,0.568,E05,1,40,C8,Y,27,68.49861642
CNH_068,F03,scan_044,712.5,0.555,F03,1,45,C8,N,26.8,54.37969882
CMH_028,F01,scan_032,741,0.548,F01,1,45,C8,Y,26.9,63.5836145
CMH_028,F05,scan_070,727.75,0.539,F05,1,45,C8,Y,27,66.26227905
CNH_067,E08,scan_036,696.2222222,0.517,E08,1,50,C8,N,26.1,55.87753507
CNH_067,G10,scan_040,726.8333333,0.546,G10,1,50,C8,N,26.2,45.66370557
NLMCMH_164,H04,scan_041,764,0.659,H04,1,50,C8,Y,26.1,46.48822833
NLMCMH_164,E09,scan_082,768.1428571,0.631,E09,1,50,C8,Y,26.1,44.1877234
CMH_028,G01,scan_032,739,0.55,G01,1,60,C8,Y,26.9,61.38912002
CMH_028,G05,scan_070,752.7142857,0.577,G05,1,60,C8,Y,27,64.03270678
NLMCMH_164,A05,scan_041,781,0.634,A05,1,60,C8,Y,26.1,44.27822438
NLMCMH_164,F09,scan_082,785.75,0.651,F09,1,60,C8,Y,26.1,41.96305518
CMH_073,D01,scan_025,787.3333333,0.636,D01,1,60,C8,Y,25.6,52.71462835
CNH_067,F08,scan_036,728,0.526,F08,10,10,C8,N,26.1,53.7065416
CNH_067,H10,scan_040,677.5,0.557,H10,10,10,C8,N,26.2,43.52003578
CMH_028,H01,scan_032,688,0.517,H01,10,10,C8,Y,26.9,59.17543885
CMH_028,H05,scan_070,709,0.518,H05,10,10,C8,Y,27,61.82827967
CMH_073,E01,scan_025,709.5,0.528,E01,10,10,C8,Y,25.6,50.49512488
CMH_028,A02,scan_032,752,0.573,A02,10,15,C8,Y,26.9,56.9626173
CMH_028,A06,scan_070,752,0.572,A06,10,15,C8,Y,27,59.62044232
NLMCMH_164,B05,scan_041,727,0.553,B05,10,15,C8,Y,26.1,42.0622245
NLMCMH_164,G09,scan_083,749.25,0.601,G09,10,15,C8,Y,26.1,48.72837607
CMH_073,F01,scan_025,712,0.553,F01,10,15,C8,Y,25.6,48.28662068
CNH_067,G08,scan_036,685.6666667,0.493,G08,10,20,C8,N,26.1,51.55070563
CNH_067,A11,scan_040,691.3333333,0.528,A11,10,20,C8,N,26.2,41.35487063
CMH_028,B02,scan_032,715,0.531,B02,10,20,C8,Y,26.9,54.73744435
CMH_073,G01,scan_025,707,0.544,G01,10,20,C8,Y,25.6,46.07195267
CNH_068,G03,scan_044,619.5,0.486,G03,10,25,C8,N,26.8,52.21069998
CMH_028,C02,scan_032,711,0.513,C02,10,25,C8,Y,26.9,52.52727007
CMH_028,C06,scan_070,685.75,0.53,C06,10,25,C8,Y,27,54.89511498
CNH_068,H03,scan_044,579,0.436,H03,10,30,C8,N,26.8,50.01301088
CMH_028,D02,scan_032,648.6,0.503,D02,10,30,C8,Y,26.9,50.32745118
CMH_028,D06,scan_070,655,0.5,D06,10,30,C8,Y,27,52.66828378
CMH_063,H03,scan_032,629.5,0.516,H03,10,30,C8,Y,25.9,42.81223
CMH_063,D07,scan_065,614,0.512,D07,10,30,C8,Y,25.9,47.54488453
CMH_073,H01,scan_025,609.3333333,0.475,H01,10,30,C8,Y,25.6,43.87061942
CNH_068,A04,scan_044,588.8571429,0.487,A04,10,35,C8,N,26.8,47.82621103
CMH_028,E02,scan_032,620,0.488,E02,10,35,C8,Y,26.9,48.12177778
CMH_028,E06,scan_070,608.5,0.473,E06,10,35,C8,Y,27,50.45244837
CNH_068,B04,scan_044,568,0.448,B04,10,40,C8,N,26.8,45.63220407
CMH_028,F06,scan_070,583,0.441,F06,10,40,C8,Y,27,48.24239332
NLMCMH_164,C05,scan_041,588,0.493,C05,10,40,C8,Y,26.1,39.8430627
NLMCMH_164,H09,scan_083,619,0.493,H09,10,40,C8,Y,26.1,46.49455622
CMH_073,A02,scan_025,568,0.482,A02,10,40,C8,Y,25.6,41.65512212
CNH_068,C04,scan_044,538,0.404,C04,10,45,C8,N,26.8,43.44037617
CMH_028,G02,scan_032,563.5,0.461,G02,10,45,C8,Y,26.9,43.70861502
CMH_028,G06,scan_070,557.5,0.473,G06,10,45,C8,Y,27,46.03845172
CNH_067,H08,scan_036,551,0.427,H08,10,50,C8,N,26.1,49.39103533
CNH_067,B11,scan_040,553.6,0.472,B11,10,50,C8,N,26.2,39.18387168
CNH_068,D04,scan_045,537.5,0.42,D04,10,50,C8,N,26.9,48.763042
CMH_028,H02,scan_032,551,0.472,H02,10,50,C8,Y,26.9,41.51328565
CMH_028,H06,scan_070,560.8333333,0.469,H06,10,50,C8,Y,27,43.82611923
CMH_073,B02,scan_026,545,0.425,B02,10,50,C8,Y,25.8,46.20045895
CMH_028,A03,scan_033,538,0.45,A03,10,55,C8,Y,27.1,46.38461933
CMH_028,A07,scan_070,544.5,0.463,A07,10,55,C8,Y,27,41.62061335
NLMCMH_164,D05,scan_041,540.125,0.454,D05,10,55,C8,Y,26.1,37.627558
NLMCMH_164,A10,scan_083,534.8,0.467,A10,10,55,C8,Y,26.1,44.28605653
CNH_068,F04,scan_045,509.6666667,0.422,F04,10,60,C8,N,26.9,44.40553457
CMH_028,B03,scan_033,522,0.422,B03,10,60,C8,Y,27.1,44.16678475
CMH_028,B07,scan_071,524.5,0.453,B07,10,60,C8,Y,27.1,47.86611108
CMH_063,A04,scan_032,522,0.436,A04,10,60,C8,Y,25.9,40.61222393
CMH_063,E07,scan_065,515,0.417,E07,10,60,C8,Y,25.9,45.34421998
CMH_073,C02,scan_026,513.5,0.413,C02,10,60,C8,Y,25.8,43.98195528
CNH_068,G04,scan_045,500,0.417,G04,100,7,C8,N,26.9,42.22636608
CMH_028,C03,scan_033,504,0.422,C03,100,7,C8,Y,27.1,41.94811503
CMH_028,C07,scan_071,509.5,0.452,C07,100,7,C8,Y,27.1,45.66077977
CMH_073,D02,scan_026,490,0.419,D02,100,7,C8,Y,25.8,41.7562962
CNH_068,H04,scan_046,466.5,0.432,H04,100,8,C8,N,26.9,47.5843703
CMH_028,D03,scan_034,480.5,0.436,D03,100,8,C8,Y,27.1,46.81344522
CMH_028,D07,scan_071,494,0.442,D07,100,8,C8,Y,27.1,43.44973623
CMH_073,E02,scan_027,481,0.423,E02,100,8,C8,Y,25.9,46.35362235
CNH_068,A05,scan_046,463.5,0.436,A05,100,9,C8,N,26.9,45.39387012
CMH_028,E03,scan_034,477,0.44,E03,100,9,C8,Y,27.1,44.598282
CMH_028,E07,scan_071,476.5,0.476,E07,100,9,C8,Y,27.1,41.2250984
CMH_063,B04,scan_032,491.6666667,0.427,B04,100,9,C8,Y,25.9,38.40423075
CMH_063,F07,scan_065,473,0.431,F07,100,9,C8,Y,25.9,43.12672995
CMH_073,F02,scan_027,477.25,0.417,F02,100,9,C8,Y,25.9,44.13842758
CNH_067,A09,scan_036,463,0.439,A09,100,10,C8,N,26.1,47.22452693
CNH_067,C11,scan_040,443.3333333,0.438,C11,100,10,C8,N,26.2,37.01586867
NLMCMH_164,E05,scan_041,479.5,0.426,E05,100,10,C8,Y,26.1,35.4172295
NLMCMH_164,B10,scan_083,480.5,0.412,B10,100,10,C8,Y,26.1,42.0940873
CNH_068,B05,scan_046,449.5,0.45,B05,100,12,C8,N,26.9,43.2063689
CMH_028,F03,scan_034,466.3333333,0.39,F03,100,12,C8,Y,27.1,42.3857807
CMH_028,F07,scan_072,459,0.449,F07,100,12,C8,Y,27.1,47.47911447
CMH_073,G02,scan_027,458,0.404,G02,100,12,C8,Y,25.9,41.92712383
CNH_068,C05,scan_047,457.5,0.42,C05,100,14,C8,N,26.8,48.54170905
CMH_028,G03,scan_035,456,0.428,G03,100,14,C8,Y,27.1,47.25494595
CMH_028,G07,scan_072,464.5,0.448,G07,100,14,C8,Y,27.1,45.27978423
CMH_073,H02,scan_028,460.2,0.413,H02,100,14,C8,Y,25.9,46.51545273
CMH_073,C08,scan_054,436,0.449,C08,100,14,C8,Y,26.2,47.81195875
CMH_073,D08,scan_054,443.3333333,0.453,D08,100,14,C8,Y,26.2,45.60960358
CNH_068,D05,scan_047,458,0.416,D05,100,16,C8,N,26.8,46.34802695
CMH_028,H03,scan_035,471.3333333,0.407,H03,100,16,C8,Y,27.1,45.06461897
CMH_028,H07,scan_072,476,0.431,H07,100,16,C8,Y,27.1,43.080615
CMH_073,A03,scan_028,467.6666667,0.392,A03,100,16,C8,Y,25.9,44.29709673
CNH_068,E05,scan_047,456,0.371,E05,100,18,C8,N,26.8,44.15736508
CMH_028,A04,scan_035,475,0.375,A04,100,18,C8,Y,27.1,42.85978318
CMH_028,A08,scan_072,491.8,0.402,A08,100,18,C8,Y,27.1,40.87195162
CMH_073,B03,scan_028,475.5,0.373,B03,100,18,C8,Y,25.9,42.09112338
CNH_067,B09,scan_036,444,0.405,B09,100,20,C8,N,26.1,45.05087395
CNH_067,D11,scan_040,475.25,0.397,D11,100,20,C8,N,26.2,34.85870753
NLMCMH_164,F05,scan_041,513,0.398,F05,100,20,C8,Y,26.1,33.20156122
NLMCMH_164,C10,scan_083,494,0.432,C10,100,20,C8,Y,26.1,39.88205772
CNH_068,F05,scan_047,502.5,0.36,F05,100,25,C8,N,26.8,41.9650342
CMH_028,B04,scan_036,500.5,0.347,B04,100,25,C8,Y,27.1,47.72128195
CMH_028,B08,scan_073,520.3333333,0.362,B08,100,25,C8,Y,27,47.14361758
CMH_063,C04,scan_032,538.3333333,0.351,C04,100,25,C8,Y,25.9,36.19039722
CMH_063,G07,scan_065,551,0.313,G07,100,25,C8,Y,25.9,40.92741943
CMH_073,C03,scan_029,510,0.34,C03,100,25,C8,Y,25.9,46.66395727
CNH_068,G05,scan_048,515,0.348,G05,100,30,C8,N,26.8,47.30487345
CMH_028,C04,scan_036,518.2857143,0.329,C04,100,30,C8,Y,27.1,45.53278635
CMH_028,C08,scan_073,552.5,0.331,C08,100,30,C8,Y,27,44.92077967
CMH_063,D04,scan_032,594,0.305,D04,100,30,C8,Y,25.9,33.96555443
CMH_063,H07,scan_065,571,0.276,H07,100,30,C8,Y,25.9,38.71372172
CMH_073,D03,scan_029,528.6666667,0.319,D03,100,30,C8,Y,25.9,44.44062713
CNH_068,H05,scan_048,518.25,0.313,H05,100,35,C8,N,26.8,45.12120172
CMH_028,D04,scan_036,534,0.306,D04,100,35,C8,Y,27.1,43.33195313
CMH_028,D08,scan_073,551,0.328,D08,100,35,C8,Y,27,42.70977368
CMH_073,E03,scan_029,559.5,0.324,E03,100,35,C8,Y,25.9,42.2362873
CNH_068,A06,scan_048,534.5714286,0.311,A06,100,40,C8,N,26.8,42.94139945
CMH_028,E04,scan_036,555.25,0.313,E04,100,40,C8,Y,27.1,41.13910998
CMH_028,E08,scan_074,564.5,0.312,E08,100,40,C8,Y,26.9,48.98811577
CMH_073,F03,scan_029,588,0.322,F03,100,40,C8,Y,25.9,40.02279368
CNH_068,B06,scan_048,545.2,0.305,B06,100,45,C8,N,26.8,40.73836968
CMH_028,F04,scan_036,560.25,0.304,F04,100,45,C8,Y,27.1,38.93282598
CMH_028,F08,scan_074,586.75,0.277,F08,100,45,C8,Y,26.9,46.7852759
CMH_073,G03,scan_029,594,0.305,G03,100,45,C8,Y,25.9,37.82845313
CNH_067,C09,scan_036,562.5,0.274,C09,100,50,C8,N,26.1,42.88754015
CNH_067,E11,scan_040,567.5,0.294,E11,100,50,C8,N,26.2,32.69986787
CNH_068,C06,scan_048,558,0.295,C06,100,50,C8,N,26.8,38.53454197
CMH_028,G04,scan_036,565.5,0.317,G04,100,50,C8,Y,27.1,36.72511437
CMH_028,G08,scan_074,564,0.288,G08,100,50,C8,Y,26.9,44.5812858
CMH_073,H03,scan_029,617,0.281,H03,100,50,C8,Y,25.9,35.61579077
CNH_068,D06,scan_048,575.4285714,0.261,D06,100,55,C8,N,26.8,36.3456985
CMH_028,H04,scan_036,564,0.297,H04,100,55,C8,Y,27.1,34.53211448
CMH_028,H08,scan_074,576.9411765,0.251,H08,100,55,C8,Y,26.9,42.37995182
CMH_073,A04,scan_029,617.4,0.282,A04,100,55,C8,Y,25.9,33.42162782
CMH_073,E08,scan_054,589.75,0.257,E08,100,55,C8,Y,26.2,43.41329148
CMH_073,F08,scan_054,596.25,0.274,F08,100,55,C8,Y,26.2,41.21829553
CNH_068,E06,scan_048,561,0.256,E06,100,60,C8,N,26.8,34.14487157
CMH_028,A05,scan_036,566.5,0.267,A05,100,60,C8,Y,27.1,32.33526417
CMH_028,A09,scan_074,585.125,0.177,A09,100,60,C8,Y,26.9,40.1799467
CMH_063,E04,scan_032,625,0.159,E04,100,60,C8,Y,25.9,31.75973118
CMH_063,A08,scan_065,615,0.206,A08,100,60,C8,Y,25.9,36.5053872
CMH_073,B04,scan_029,618.5,0.289,B04,100,60,C8,Y,25.9,31.20012072
NLMCMH_164,E03,scan_037,742,0.598,E03,1,20,C7,Y,26.1,41.66772552
NLMCMH_164,F03,scan_038,728.5,0.568,F03,1,20,C7,Y,26.1,46.73471972
NLMCMH_164,B08,scan_079,733.5,0.58,B08,1,20,C7,Y,26.1,41.7130559
NLMCMH_164,C08,scan_080,729.25,0.591,C08,1,20,C7,Y,26.2,48.43555948
CMH_032,C01,scan_032,751,0.583,C01,1,30,C7,Y,26.4,70.23277832
CMH_032,C05,scan_070,741.5,0.585,C05,1,30,C7,Y,26.6,72.5061101
CMH_038,B07,scan_081,759,0.629,B07,1,30,C7,Y,26.3,53.40267242
CMH_038,A10,scan_099,741,0.588,A10,1,30,C7,Y,26.1,56.71042905
CMH_068,B01,scan_023,746,0.586,B01,1,30,C7,Y,24.6,52.81639145
CMH_032,D01,scan_032,760,0.606,D01,1,35,C7,Y,26.4,68.01078428
CMH_032,D05,scan_070,737.75,0.561,D05,1,35,C7,Y,26.6,70.2862771
NLMCMH_164,G03,scan_038,778.6666667,0.628,G03,1,35,C7,Y,26.1,44.52322875
NLMCMH_164,D08,scan_080,751,0.592,D08,1,35,C7,Y,26.2,46.21272087
CMH_032,E01,scan_032,789,0.635,E01,1,40,C7,Y,26.4,65.7962774
CMH_032,E05,scan_070,760,0.585,E05,1,40,C7,Y,26.6,68.06595185
NLMCMH_164,H03,scan_038,776,0.612,H03,1,40,C7,Y,26.1,42.30873035
NLMCMH_164,E08,scan_080,752,0.62,E08,1,40,C7,Y,26.2,44.00505602
CMH_032,F01,scan_032,731,0.575,F01,1,45,C7,Y,26.4,63.58127577
